# for hus0h
#korAncorrectedtoincludeallextensions(NYW)usedasvowels,andextendedvowelswrittenastriplevowels(vvv)

16.069.106 .ʼinNNNnafiiḏaalikalaʼaayatalliqAwmiyYYYyatafakkaruuun.
16.070.107 .waLLAAhuḫAlaqAkumṯumNNNmayatawaffaakum.
16.070.108 .waminNNNkumNNNmayYYYyurAduʼilaaʼarḏalilʻumurilikaylaayaʻlamabaʻdaʻilminNNNšayʼaa.
16.070.109 .ʼinNNNnaLLAAhaʻaliimunNNNqAdiiir.
16.071.110 .wALLAAhufaḍḍAlabaʻḍAkumʻalaabaʻḍimNNNfirrizqifamallaḏiinafuḍḍiluubirAAAAAAAAAAddiirizqihimʻalaamaamalakatʼaymaanuhumfahumfiihisawaaaaaaʼ.
16.071.111 .ʼafabiniʻmatillaahiyaǧ*ḥaduuun.
16.072.112 .waLLAAhuǧaʻalalakumNNNminʼamNNNfusikumʼazwaaǧawWWWwaǧaʻalalakumNNNminʼazwaaǧikumNNNbaniinawaḥafadatawWWWwarAzaqAkumNNNminaṭṭAyyibaaat.
16.072.113 .ʼafabilbaaṭiliyuʼminuunawabiniʻmatillaahihumyakfuruuun.
16.073.114 .wayaʻbuduunaminNNNduunillaahimaalaayamlikulahumrizqAmNNNminassamaawaatiwalʼarḍišayʼawWWWwalaayastaṭiiʻuuun.
16.074.115 .falaataḍribuulillaahilʼamṯaaal.
16.074.116 .ʼinNNNnaLLAAhayaʻlamuwaʼanNNNtumlaataʻlamuuun.
16.075.117 .ḍArAbaLLAAhumaṯalanʻab*damNNNmamluukallaayaqdiruʻalaašayʼiwWWWwamarrAzaqnaahuminNNNnaarizqAnḥasanamNNNfahuwayumNNNfiquminhusirrAwWWWwaǧahrAnhalyastawuuun.
16.075.118 .ʼalḥamdulillaaah.
16.075.119 .balʼakṯaruhumlaayaʻlamuuun.
16.076.120 .waḍArAbaLLAAhumaṯalarrAǧulayniʼaḥaduhumaaʼab*kamulaayaqdiruʻalaašayʼiwWWWwahuwakallunʻalaamawlaahuʼaynamaayuwaǧǧihhulaayaʼtibiḫAyrinhalyastawiihuwawamayYYYyaʼmurubilʻadl.
16.076.121 .halyastawiihuwawamayYYYyaʼmurubilʻad*liwahuwaʻalaaṣirAAṭimNNNmustaqiiim.
16.077.122 .walillaahiġAybussamaawaatiwalʼarḍ.
16.077.123 .wamaaʼamrussaaʻatiʼillaakalamḥilbaṣAriʼawhuwaʼaqrAb.
16.077.124 .ʼinNNNnaLLAAhaʻalaakullišayʼinNNNqAdiiir.
16.078.125 .waLLAAhuʼaḫrAǧakumNNNmimNNNbuṭuuniʼumNNNmahaatikumlaataʻlamuunašayʼawWWWwaǧaʻalalakumussamʻawalʼab*ṣAArAwalʼafʼidatalaʻallakumtaškuruuun.
16.079.126 .ʼalamyarAwʼilaṭṭAyrimusaḫḫArAAtimNNNfiiǧawwissamaaaaaaʼimaayumsikuhunNNNnaʼillaLLAAAh.
16.079.127 .ʼinNNNnafiiḏaalikalaʼaayaatilliqAwmiyYYYyuʼminuuun.
16.080.128 .waLLAAhuǧaʻalalakumNNNmimNNNbuyuutikumsakanawWWWwaǧaʻalalakumNNNminNNNǧuluudilʼanʻaamibuyuutanNNNtastaḫiffuunahaayawmaẓAʻnikumwayawmaʼiqAAmatikumwaminʼaṣwaafihaawaʼawbaarihaawaʼašʻaarihaaʼaṯaaṯawWWWwamataaʻanʼilaaḥiiin.
16.081.129 .waLLAAhuǧaʻalalakumNNNmimNNNmaaḫAlaqAẓilaalawWWWwaǧaʻalalakumNNNminalǧibaaliʼaknaanawWWWwaǧaʻalalakumsarAAbiilataqiikumulḥarrAwasarAAbiilataqiikumNNNbaʼsakum.
16.081.130 .kaḏaalikayutimNNNmuniʻmatahuuʻalaykumlaʻallakumtuslimuuun.
16.082.131 .faʼinNNNtawallawfaʼinNNNnamaaʻalaykalbalaaġulmubiiin.
16.083.132 .yaʻrifuunaniʻmataLLAAhiṯumNNNmayunNNNkiruunahaawaʼakṯaruhumulkaafiruuun.
16.084.133 .wayawmanab*ʻaṯuminNNNkulliʼumNNNmatinNNNšahiidanNNNṯumNNNmalaayuʼḏanulillaḏiinakafaruuwalaahumyustaʻtabuuun.
16.085.134 .waʼiḏaarAʼallaḏiinaẓAlamulʻaḏaabafalaayuḫAffafuʻanhumwalaahumyunNNNẓAruuun.
16.086.135 .waʼiḏaarAʼallaḏiinaʼašrAkuušurAkaaaaaaʼahumqAAluurAbbanaahaaʼulaaaaaaʼišurAkaaaaaaʼunallaḏiinakunNNNnaanad*ʻuuminNNNduunikafaʼalqAwʼilayhimulqAwlaʼinNNNnakumlakaaḏibuuun.
16.087.136 .waʼalqAwʼilaLLAAhiyawmaʼiḏinissalamawaḍAllaʻanhumNNNmaakaanuuyaftaruuun.
16.088.137 .ʼallaḏiinakafaruuwaṣAdduuʻanNNNsabiilillaahizid*naahumʻaḏaabamNNNfawqAlʻaḏaabibimaakaanuuyufsiduuun.
16.089.138 .wayawmanab*ʻaṯufiikulliʼumNNNmatinNNNšahiidanʻalayhimNNNminʼamNNNfusihimwaǧiʼnaabikašahiidanʻalaahaaʼulaaaaaaʼ.
16.089.139 .wanazzalnaaʻalaykalkitaabatib*yaanallikullišayʼiwWWWwahudawWWWwarAḥmatawWWWwabušrAAlilmuslimiiin.
16.090.140 .ʼinNNNnaLLAAhayaʼmurubilʻad*liwalʼiḥsaaniwaʼiitaaaaaaʼiḏilqurbaawayanhaaʻanilfaḥšaaaaaaʼiwalmunNNNkariwalbaġy.
16.090.141 .yaʻiẓukumlaʻallakumtaḏakkaruuun.
16.091.142 .waʼawfuubiʻahdillaahiʼiḏaaʻaahad*tumwalaatanNNNquḍulʼaymaanabaʻdatawkiidihaawaqAd*ǧaʻaltumuLLAAhaʻalaykumkafiilaa.
16.091.143 .ʼinNNNnaLLAAhayaʻlamumaatafʻaluuun.
16.092.144 .walaatakuunuukallatiinaqAḍAtġAzlahaamimNNNbaʻdiquwwatinʼanNNNkaaṯanNNNtattaḫiḏuunaʼaymaanakumdaḫAlamNNNbaynakumʼanNNNtakuunaʼumNNNmatunhiyaʼarbaaminʼumNNNmah.
16.092.145 .ʼinNNNnamaayab*luukumuLLAAhubih.
16.092.146 .walayubayyinanNNNnalakumyawmalqiyaamatimaakunNNNtumfiihitaḫtalifuuun.
16.093.147 .walawšaaaaaaʼaLLAAhulaǧaʻalakumʼumNNNmatawWWWwaaḥidatawWWWwalaakiyYYYyuḍillumayYYYyašaaaaaaʼuwayahdiimayYYYyašaaaaaaʼ.
16.093.148 .walatusʼalunNNNnaʻamNNNmaakunNNNtumtaʻmaluuun.
16.094.149 .walaatattaḫiḏuuʼaymaanakumdaḫAlamNNNbaynakumfatazillaqAdamumNNNbaʻdaṯubuutihaawataḏuuqussuuuuuuʼabimaaṣAdad*tumʻanNNNsabiilillaahiwalakumʻaḏaabunʻaẓiiim.
16.095.150 .walaataštaruubiʻahdillaahiṯamananNNNqAliilaa.
16.095.151 .ʼinNNNnamaaʻinNNNdaLLAAhihuwaḫAyrullakumʼinNNNkunNNNtumtaʻlamuuun.
16.096.152 .maaʻinNNNdakumyamNNNfaduwamaaʻinNNNdaLLAAhibaaaq.
16.096.153 .walanaǧ*ziyanNNNnallaḏiinaṣAbaruuʼaǧ*rAhumNNNbiʼaḥsanimaakaanuuyaʻmaluuun.
16.097.154 .manʻamilaṣAAliḥamNNNminNNNḏakarinʼawʼunNNNṯaawahuwamuʼminumNNNfalanuḥyiyanNNNnahuḥayaatanNNNṭAyyibatawWWWwalanaǧ*ziyanNNNnahumʼaǧ*rAhumNNNbiʼaḥsanimaakaanuuyaʻmaluuun.
16.098.155 .faʼiḏaaqArAʼtalqurʼaanafastaʻiḏbillaahiminaššayṭAAnirrAǧiiim.
16.099.156 .ʼinNNNnahuulaysalahuusulṭAAnunʻalallaḏiinaʼaamanuuwaʻalaarAbbihimyatawakkaluuun.
16.100.157 .ʼinNNNnamaasulṭAAnuhuʻalallaḏiinayatawallawnahuwallaḏiinahumNNNbihiimušrikuuun.
16.101.158 .waʼiḏaabaddalnaaʼaayatamNNNmakaanaʼaayatiwWWWwaLLAAhuʼaʻlamubimaayunazziluqAAluuʼinNNNnamaaʼanNNNtamuftar.
16.101.159 .balʼakṯaruhumlaayaʻlamuuun.
16.102.160 .qulnazzalahuuruuḥulqudusimirrAbbikabilḥaqqiliyuṯabbitallaḏiinaʼaamanuuwahudawWWWwabušrAAlilmuslimiiin.
16.103.161 .walaqAd*naʻlamuʼanNNNnahumyaquuluunaʼinNNNnamaayuʻallimuhubašar.
16.103.162 .lisaanullaḏiiyulḥiduunaʼilayhiʼaʻǧamiyyuwWWWwahaaḏaalisaanunʻarAbiyyumNNNmubiiin.
16.104.163 .ʼinNNNnallaḏiinalaayuʼminuunabiʼaayaatillaahilaayahdiihimuLLAAhuwalahumʻaḏaabunʼaliiim.
16.105.164 .ʼinNNNnamaayaftarilkaḏiballaḏiinalaayuʼminuunabiʼaayaatillaahiwaʼulaaaaaaʼikahumulkaaḏibuuun.
16.106.165 .manNNNkafarAbillaahimimNNNbaʻdiʼiimaanihiʼillaamanʼukrihawaqAlbuhumuṭ*maʼinNNNnumNNNbilʼiimaaniwalaakimNNNmanNNNšarAḥabilkufriṣAd*rAmNNNfaʻalayhimġAḍAbumNNNminaLLAAhiwalahumʻaḏaabunʻaẓiiim.
16.107.166 .ḏaalikabiʼanNNNnahumustaḥabbulḥayaataddunyaaʻalalʼaaḫirAtiwaʼanNNNnaLLAAhalaayahdilqAwmalkaafiriiin.
16.108.167 .ʼulaaaaaaʼikallaḏiinaṭAbaʻaLLAAhuʻalaaquluubihimwasamʻihimwaʼab*ṣAArihimwaʼulaaaaaaʼikahumulġAAfiluuun.
16.109.168 .laaǧarAmaʼanNNNnahumfilʼaaḫirAtihumulḫAAsiruuun.
16.110.169 .ṯumNNNmaʼinNNNnarAbbakalillaḏiinahaaǧaruumimNNNbaʻdimaafutinuuṯumNNNmaǧaahaduuwaṣAbaruuʼinNNNnarAbbakamimNNNbaʻdihaalaġAfuururrAḥiiim.
16.111.170 .yawmataʼtiikullunafsinNNNtuǧaadiluʻanNNNnafsihaawatuwaffaakullunafsimNNNmaaʻamilatwahumlaayuẓlamuuun.
16.112.171 .waḍArAbaLLAAhumaṯalanNNNqAryatanNNNkaanatʼaaminatamNNNmuṭ*maʼinNNNnatayYYYyaʼtiihaarizquhaarAġAdamNNNminNNNkullimakaanimNNNfakafarAtbiʼanʻumillaahifaʼaḏaaqAhaLLAAhulibaasalǧuuʻiwalḫAwfibimaakaanuuyaṣnaʻuuun.
16.113.172 .walaqAd*ǧaaaaaaʼahumrAsuulumNNNminhumfakaḏḏabuuhufaʼaḫAḏahumulʻaḏaabuwahumẓAAlimuuun.
16.114.173 .fakuluumimNNNmaarAzaqAkumuLLAAhuḥalaalanNNNṭAyyibawWWWwaškuruuniʻmataLLAAhiʼinNNNkunNNNtumʼiyyaahutaʻbuduuun.
16.115.174 .ʼinNNNnamaaḥarrAmaʻalaykumulmaytatawadamawalaḥmalḫinNNNziiriwamaaʼuhillaliġAyrillaahibihiifamaniḍṭurrAġAyrAbaaġiwWWWwalaaʻaadimNNNfaʼinNNNnaLLAAhaġAfuururrAḥiiim.
16.116.175 .walaataquuluulimaataṣifuʼalsinatukumulkaḏibahaaḏaaḥalaaluwWWWwahaaḏaaḥarAAmullitaftaruuʻalaLLAAhilkaḏib.
16.116.176 .ʼinNNNnallaḏiinayaftaruunaʻalaLLAAhilkaḏibalaayufliḥuuun.
16.117.177 .mataaʻunNNNqAliiluwWWWwalahumʻaḏaabunʼaliiim.
16.118.178 .waʻalallaḏiinahaaduuḥarrAmnaamaaqAṣAṣnaaʻalaykaminNNNqAb*luwamaaẓAlamnaahumwalaakinNNNkaanuuʼamNNNfusahumyaẓlimuuun.
16.119.179 .ṯumNNNmaʼinNNNnarAbbakalillaḏiinaʻamilussuuuuuuʼabiǧahaalatinNNNṯumNNNmataabuumimNNNbaʻdiḏaalikawaʼaṣlaḥuuʼinNNNnarAbbakamimNNNbaʻdihaalaġAfuururrAḥiiim.
16.120.180 .ʼinNNNnaʼib*rAAhiimakaanaʼumNNNmatanNNNqAAnitallillaahiḥaniifawWWWwalamyakuminalmušrikiiin.
16.121.181 .šaakirAlliʼanʻumih.
16.121.182 .ʼiǧ*tabaahuwahadaahuʼilaaṣirAAṭimNNNmustaqiiim.
16.122.183 .waʼaataynaahufiddunyaaḥasanatawWWWwaʼinNNNnahuufilʼaaḫirAtilaminaṣṣAAliḥiiin.
16.123.184 .ṯumNNNmaʼawḥaynaaʼilaykaʼanittabiʻmillataʼib*rAAhiimaḥaniifawWWWwamaakaanaminalmušrikiiin.
16.124.185 .ʼinNNNnamaaǧuʻilassab*tuʻalallaḏiinaḫtalafuufiiih.
16.124.186 .waʼinNNNnarAbbakalayaḥkumubaynahumyawmalqiyaamatifiimaakaanuufiihiyaḫtalifuuun.
16.125.187 .ʼud*ʻuʼilaasabiilirAbbikabilḥikmatiwalmawʻiẓAtilḥasanatiwaǧaadilhumNNNbillatiihiyaʼaḥsan.
16.125.188 .ʼinNNNnarAbbakahuwaʼaʻlamubimanNNNḍAllaʻanNNNsabiilihiwahuwaʼaʻlamubilmuhtadiiin.
16.126.189 .waʼinʻaaqAb*tumfaʻaaqibuubimiṯlimaaʻuuqib*tumNNNbihiiwalaʼinNNNṣAbartumlahuuwaḫAyrulliṣṣAAbiriiin.
16.127.190 .waṣbirwamaaṣAb*rukaʼillaabillaaah.
16.127.191 .walaataḥzanʻalayhimwalaatakufiiḍAyqimNNNmimNNNmaayamkuruuun.
16.128.192 .ʼinNNNnaLLAAhamaʻallaḏiinattaqAwwallaḏiinahumNNNmuḥsinuuun.




17.001.001 .sub*ḥaanallaḏiiʼasrAAbiʻab*dihiilaylamNNNminalmasǧidilḥarAAmiʼilalmasǧidilʼaq*ṣAllaḏiibaarAknaaḥawlahuulinuriyahuminʼaayaatinaa.
17.001.002 .ʼinNNNnahuuhuwassamiiʻulbaṣiiir.
17.002.003 .waʼaataynaamuusalkitaabawaǧaʻalnaahuhudallibaniiʼisrAAAAAAʼiilaʼallaatattaḫiḏuuminNNNduuniiwakiilaa.
17.003.004 .ḏurriyyatamanḥamalnaamaʻanuuuḥ.
17.003.005 .ʼinNNNnahuukaanaʻab*danNNNšakuurAA.
17.004.006 .waqAḍAynaaʼilaabaniiʼisrAAAAAAʼiilafilkitaabilatufsidunNNNnafilʼarḍimarrAtayniwalataʻlunNNNnaʻuluwwanNNNkabiirAA.
17.005.007 .faʼiḏaaǧaaaaaaʼawaʻduʼuulaahumaabaʻaṯnaaʻalaykumʻibaadallanaaʼuuliibaʼsinNNNšadiidimNNNfaǧaasuuḫilaaladiyaaar.
17.005.008 .wakaanawaʻdamNNNmafʻuulaa.
17.006.009 .ṯumNNNmarAdad*naalakumulkarrAtaʻalayhimwaʼamdad*naakumNNNbiʼamwaaliwWWWwabaniinawaǧaʻalnaakumʼakṯarAnafiirAA.
17.007.010 .ʼinʼaḥsanNNNtumʼaḥsanNNNtumliʼamNNNfusikumwaʼinʼasaʼtumfalahaa.
17.007.011 .faʼiḏaaǧaaaaaaʼawaʻdulʼaaḫirAtiliyasuuuuuuʼuuwuǧuuhakumwaliyad*ḫululmasǧidakamaadaḫAluuhuʼawwalamarrAtiwWWWwaliyutabbiruumaaʻalawtatbiirAA.
17.008.012 .ʻasaarAbbukumʼayYYYyarḥamakumwaʼinʻud*tumʻud*naa.
17.008.013 .waǧaʻalnaaǧahanNNNnamalilkaafiriinaḥaṣiirAA.
17.009.014 .ʼinNNNnahaaḏalqurʼaanayahdiilillatiihiyaʼaq*wamuwayubašširulmuʼminiinallaḏiinayaʻmaluunaṣṣAAliḥaatiʼanNNNnalahumʼaǧ*rAnNNNkabiirAA.
17.010.015 .waʼanNNNnallaḏiinalaayuʼminuunabilʼaaḫirAtiʼaʻtad*naalahumʻaḏaabanʼaliimaa.
17.011.016 .wayad*ʻulʼinNNNsaanubiššarriduʻaaaaaaʼahubilḫAyriwakaanalʼinNNNsaanuʻaǧuulaa.
17.012.017 .waǧaʻalnallaylawanNNNnahaarAʼaayataynifamaḥawnaaʼaayatallayliwaǧaʻalnaaʼaayatanNNNnahaarimub*ṣirAtallitab*taġuufaḍlamNNNmirrAbbikumwalitaʻlamuuʻadadassiniinawalḥisaaab.
17.012.018 .wakullašayʼimNNNfaṣṣAlnaahutafṣiilaa.
17.013.019 .wakullaʼinNNNsaaminʼalzamnaahuṭAAAAAAʼirAhufiiʻunuqihiwanuḫriǧulahuuyawmalqiyaamatikitaabayYYYyalqAAhumanNNNšuurAA.
17.014.020 .ʼiqrAʼkitaabakakafaabinafsikalyawmaʻalaykaḥasiibaa.
17.015.021 .manihtadaafaʼinNNNnamaayahtadiilinafsihiwamanNNNḍAllafaʼinNNNnamaayaḍilluʻalayhaa.
17.015.022 .walaataziruwaazirAtuwWWWwizrAʼuḫrAA.
17.015.023 .wamaakunNNNnaamuʻaḏḏibiinaḥattaanab*ʻaṯarAsuulaa.
17.016.024 .waʼiḏaaʼarAd*naaʼanNNNnuhlikaqAryatanʼamarnaamutrAfiihaafafasaquufiihaafaḥaqqAʻalayhalqAwlufadamNNNmarnaahaatad*miirAA.
17.017.025 .wakamʼahlaknaaminalquruunimimNNNbaʻdinuuuḥ.
17.017.026 .wakafaabirAbbikabiḏunuubiʻibaadihiḫAbiirAmNNNbaṣiirAA.
17.018.027 .manNNNkaanayuriidulʻaaǧilataʻaǧǧalnaalahuufiihaamaanašaaaaaaʼulimanNNNnuriiduṯumNNNmaǧaʻalnaalahuuǧahanNNNnamayaṣlaahaamaḏmuumamNNNmad*ḥuurAA.
17.019.028 .wamanʼarAAdalʼaaḫirAtawasaʻaalahaasaʻyahaawahuwamuʼminumNNNfaʼulaaaaaaʼikakaanasaʻyuhumNNNmaškuurAA.
17.020.029 .kullanNNNnumiduhaaʼulaaaaaaʼiwahaaʼulaaaaaaʼiminʻaṭAAAAAAʼirAbbik.
17.020.030 .wamaakaanaʻaṭAAAAAAʼurAbbikamaḥẓuurAA.
17.021.031 .ʼunNNNẓurkayfafaḍḍAlnaabaʻḍAhumʻalaabaʻḍiwWWWwalalʼaaḫirAtuʼakbarudarAǧaatiwWWWwaʼakbarutafḍiilaa.
17.022.032 .laataǧ*ʻalmaʻaLLAAhiʼilahanʼaaḫArAfataqʻudamaḏmuumamNNNmaḫḏuulaa.
17.023.033 .waqAḍAArAbbukaʼallaataʻbuduuʼillaaʼiyyaahuwabilwaalidayniʼiḥsaanaa.
17.023.034 .ʼimNNNmaayab*luġAnNNNnaʻinNNNdakalkibarAʼaḥaduhumaaʼawkilaahumaafalaataqullahuumaaʼuffiwWWWwalaatanharhumaawaqullahuumaaqAwlanNNNkariimaa.
17.024.035 .waḫfiḍlahuumaaǧanaaḥaḏḏulliminarrAḥmatiwaqulrAbbirḥamhumaakamaarAbbayaaniiṣAġiirAA.
17.025.036 .rAbbukumʼaʻlamubimaafiinufuusikum.
17.025.037 .ʼinNNNtakuunuuṣAAliḥiinafaʼinNNNnahuukaanalilʼawwaabiinaġAfuurAA.
17.026.038 .waʼaatiḏalqurbaaḥaqqAhuwalmiskiinawab*nassabiiliwalaatubaḏḏirtab*ḏiirAA.
17.027.039 .ʼinNNNnalmubaḏḏiriinakaanuuʼiḫwaanaššayaaṭiiniwakaanaššayṭAAnulirAbbihiikafuurAA.
17.028.040 .waʼimNNNmaatuʻriḍAnNNNnaʻanhumub*tiġAAAAAAʼarAḥmatimNNNmirrAbbikatarǧuuhaafaqullahumqAwlamNNNmaysuurAA.
17.029.041 .walaataǧ*ʻalyadakamaġluulatanʼilaaʻunuqikawalaatab*suṭ*haakullalbasṭifataqʻudamaluumamNNNmaḥsuurAA.
17.030.042 .ʼinNNNnarAbbakayab*suṭurrizqAlimayYYYyašaaaaaaʼuwayaqdir.
17.030.043 .ʼinNNNnahuukaanabiʻibaadihiiḫAbiirAmNNNbaṣiirAA.
17.031.044 .walaataqtuluuʼawlaadakumḫAšyataʼimlaaqinNNNnaḥnunarzuquhumwaʼiyyaakum.
17.031.045 .ʼinNNNnaqAtlahumkaanaḫiṭ*ʼanNNNkabiirAA.
17.032.046 .walaataqrAbuzzinaaʼinNNNnahuukaanafaaḥišatawWWWwasaaaaaaʼasabiilaa.
17.033.047 .walaataqtulunNNNnafsallatiiḥarrAmaLLAAhuʼillaabilḥaqq.
17.033.048 .wamanNNNqutilamaẓluumamNNNfaqAd*ǧaʻalnaaliwaliyyihiisulṭAAnamNNNfalaayusriffilqAtliʼinNNNnahuukaanamanNNNṣuurAA.
17.034.049 .walaataqrAbuumaalalyatiimiʼillaabillatiihiyaʼaḥsanuḥattaayab*luġAʼašudah.
17.034.050 .waʼawfuubilʻahdiʼinNNNnalʻahdakaanamasʼuulaa.
17.035.051 .waʼawfulkaylaʼiḏaakiltumwazinuubilqisṭAAsilmustaqiiim.
17.035.052 .ḏaalikaḫAyruwWWWwaʼaḥsanutaʼwiilaa.
17.036.053 .walaataqfumaalaysalakabihiiʻilm.
17.036.054 .ʼinNNNnassamʻawalbaṣArAwalfuʼaadakulluʼulaaaaaaʼikakaanaʻanhumasʼuulaa.
17.037.055 .walaatamšifilʼarḍimarAḥanʼinNNNnakalanNNNtaḫriqAlʼarḍAwalanNNNtab*luġAlǧibaalaṭuulaa.
17.038.056 .kulluḏaalikakaanasayyiʼuhuʻinNNNdarAbbikamakruuhaa.
17.039.057 .ḏaalikamimNNNmaaʼawḥaaʼilaykarAbbukaminalḥikmah.
17.039.058 .walaataǧ*ʻalmaʻaLLAAhiʼilahanʼaaḫArAfatulqAAfiiǧahanNNNnamamaluumamNNNmad*ḥuurAA.
17.040.059 .ʼafaʼaṣfaakumrAbbukumNNNbilbaniinawattaḫAḏaminalmalaaaaaaʼikatiʼinaaṯaa.
17.040.060 .ʼinNNNnakumlataquuluunaqAwlanʻaẓiimaa.
17.041.061 .walaqAd*ṣArrAfnaafiihaaḏalqurʼaaniliyaḏḏakkaruuwamaayaziiduhumʼillaanufuurAA.
17.042.062 .qullawkaanamaʻahuʼaalihatunNNNkamaayaquuluunaʼiḏallaab*taġAwʼilaaḏilʻaršisabiilaa.
17.043.063 .sub*ḥaanahuwataʻaalaaʻamNNNmaayaquuluunaʻuluwwanNNNkabiirAA.
17.044.064 .tusabbiḥulahussamaawaatussab*ʻuwalʼarḍuwamamNNNfiihinNNNn.
17.044.065 .waʼimNNNminNNNšayʼinʼillaayusabbiḥubiḥamdihiwalaakillaatafqAhuunatasbiiḥahum.
17.044.066 .ʼinNNNnahuukaanaḥaliimanġAfuurAA.
17.045.067 .waʼiḏaaqArAʼtalqurʼaanaǧaʻalnaabaynakawabaynallaḏiinalaayuʼminuunabilʼaaḫirAtiḥiǧaabamNNNmastuurAA.
17.046.068 .waǧaʻalnaaʻalaaquluubihimʼakinNNNnatanʼayYYYyafqAhuuhuwafiiʼaaḏaanihimwaqrAA.
17.046.069 .waʼiḏaaḏakartarAbbakafilqurʼaaniwaḥdahuwallawʻalaaʼad*baarihimnufuurAA.
17.047.070 .naḥnuʼaʻlamubimaayastamiʻuunabihiiʼiḏyastamiʻuunaʼilaykawaʼiḏhumnaǧ*waaʼiḏyaquuluẓẓAAlimuunaʼinNNNtattabiʻuunaʼillaarAǧulamNNNmasḥuurAA.
17.048.071 .ʼunNNNẓurkayfaḍArAbuulakalʼamṯaalafaḍAlluufalaayastaṭiiʻuunasabiilaa.
17.049.072 .waqAAluuʼaʼiḏaakunNNNnaaʻiẓAAmawWWWwarufaatanʼaʼinNNNnaalamab*ʻuuṯuunaḫAlqAnNNNǧadiidaa.
17.050.073 .qulkuunuuḥiǧaarAtanʼawḥadiidaa.
17.051.074 .ʼawḫAlqAmNNNmimNNNmaayakburufiiṣuduurikum.
17.051.075 .fasayaquuluunamayYYYyuʻiidunaaqulillaḏiifaṭArAkumʼawwalamarrAh.
17.051.076 .fasayunġiḍuunaʼilaykaruʼuusahumwayaquuluunamataahuwaqulʻasaaʼayYYYyakuunaqAriibaa.
17.052.077 .yawmayad*ʻuukumfatastaǧiibuunabiḥamdihiwataẓunNNNnuunaʼillabiṯtumʼillaaqAliilaa.
17.053.078 .waqulliʻibaadiiyaquulullatiihiyaʼaḥsan.
17.053.079 .ʼinNNNnaššayṭAAnayanNNNzaġubaynahum.
17.053.080 .ʼinNNNnaššayṭAAnakaanalilʼinNNNsaaniʻaduwwamNNNmubiinaa.
17.054.081 .rAbbukumʼaʻlamubikumʼiyYYYyašaʼyarḥamkumʼawʼiyYYYyašaʼyuʻaḏḏib*kum.
17.054.082 .wamaaʼarsalnaakaʻalayhimwakiilaa.
17.055.083 .warAbbukaʼaʻlamubimamNNNfissamaawaatiwalʼarḍ.
17.055.084 .walaqAd*faḍḍAlnaabaʻḍAnNNNnabiyyiinaʻalaabaʻḍiwWWWwaʼaataynaadaawuudazabuurAA.
17.056.085 .qulid*ʻullaḏiinazaʻamtumNNNminNNNduunihifalaayamlikuunakašfaḍḍurriʻanNNNkumwalaataḥwiilaa.
17.057.086 .ʼulaaaaaaʼikallaḏiinayad*ʻuunayab*taġuunaʼilaarAbbihiimulwasiilataʼayyuhumʼaqrAbuwayarǧuunarAḥmatahuwayaḫAAfuunaʻaḏaabah.
17.057.087 .ʼinNNNnaʻaḏaabarAbbikakaanamaḥḏuurAA.
17.058.088 .waʼimNNNminNNNqAryatinʼillaanaḥnumuhlikuuhaaqAb*layawmilqiyaamatiʼawmuʻaḏḏibuuhaaʻaḏaabanNNNšadiidaa.
17.058.089 .kaanaḏaalikafilkitaabimasṭuurAA.
17.059.090 .wamaamanaʻanaaʼanNNNnursilabilʼaayaatiʼillaaʼanNNNkaḏḏababihalʼawwaluuun.
17.059.091 .waʼaataynaaṯamuudanNNNnaaqAtamub*ṣirAtamNNNfaẓAlamuubihaa.
17.059.092 .wamaanursilubilʼaayaatiʼillaataḫwiifaa.
17.060.093 .waʼiḏqulnaalakaʼinNNNnarAbbakaʼaḥaaṭAbinNNNnaaas.
17.060.094 .wamaaǧaʻalnarruʼyallatiiʼarAynaakaʼillaafitnatallinNNNnaasiwaššaǧarAtalmalʻuunatafilqurʼaan.
17.060.095 .wanuḫAwwifuhumfamaayaziiduhumʼillaaṭuġyaananNNNkabiirAA.
17.061.096 .waʼiḏqulnaalilmalaaaaaaʼikatisǧuduuliʼaadamafasaǧaduuʼillaaʼib*liisaqAAlaʼaʼasǧudulimanḫAlaqtaṭiinaa.
17.062.097 .qAAlaʼarAʼaytakahaaḏallaḏiikarrAmtaʻalayyalaʼinʼaḫḫArtaniʼilaayawmilqiyaamatilaʼaḥtanikanNNNnaḏurriyyatahuʼillaaqAliilaa.
17.063.098 .qAAlaḏhab*famanNNNtabiʻakaminhumfaʼinNNNnaǧahanNNNnamaǧazaaaaaaʼukumǧazaaaaaaʼamNNNmawfuurAA.
17.064.099 .wastafzizmanistaṭAʻtaminhumNNNbiṣAwtikawaʼaǧ*lib*ʻalayhimNNNbiḫAylikawarAǧilikawašaarikhumfilʼamwaaliwalʼawlaadiwaʻid*hum.
17.064.100 .wamaayaʻiduhumuššayṭAAnuʼillaaġuruurAA.
17.065.101 .ʼinNNNnaʻibaadiilaysalakaʻalayhimsulṭAAAn.
17.065.102 .wakafaabirAbbikawakiilaa.
17.066.103 .rAbbukumullaḏiiyuzǧiilakumulfulkafilbaḥrilitab*taġuumimNNNfaḍlih.
17.066.104 .ʼinNNNnahuukaanabikumrAḥiimaa.
