# for hus9h



 27.065.097 .wamaayašʻuruunaʼayyaanayub*ʻaṯuuun.
 27.066.098 .baliddaarAkaʻilmuhumfilʼaaḫirAh.
 27.066.099 .balhumfiišakkimNNNminhaabalhumNNNminhaaʻamuuun.
 27.067.100 .waqAAlallaḏiinakafaruuʼaʼiḏaakunNNNnaaturAAbawWWWwaʼaabaaaaaaʼunaaʼaʼinNNNnaalamuḫrAǧuuun.
 27.068.101 .laqAd*wuʻid*naahaaḏaanaḥnuwaʼaabaaaaaaʼunaaminNNNqAb*luʼinhaaḏaaʼillaaʼasaaṭiirulʼawwaliiin.
 27.069.102 .qulsiiruufilʼarḍifanNNNẓuruukayfakaanaʻaaqibatulmuǧ*rimiiin.
 27.070.103 .walaataḥzanʻalayhimwalaatakumNNNfiiḍAyqimNNNmimNNNmaayamkuruuun.
 27.071.104 .wayaquuluunamataahaaḏalwaʻduʼinNNNkunNNNtumṣAAdiqiiin.
 27.072.105 .qulʻasaaʼayYYYyakuunarAdifalakumNNNbaʻḍullaḏiitastaʻǧiluuun.
 27.073.106 .waʼinNNNnarAbbakalaḏuufaḍlinʻalanNNNnaasiwalaakinNNNnaʼakṯarAhumlaayaškuruuun.
 27.074.107 .waʼinNNNnarAbbakalayaʻlamumaatukinNNNnuṣuduuruhumwamaayuʻlinuuun.
 27.075.108 .wamaaminġAAAAAAʼibatimNNNfissamaaaaaaʼiwalʼarḍiʼillaafiikitaabimNNNmubiiin.
 27.076.109 .ʼinNNNnahaaḏalqurʼaanayaquṣṣuʻalaabaniiʼisrAAAAAAʼiilaʼakṯarAllaḏiihumfiihiyaḫtalifuuun.
 27.077.110 .waʼinNNNnahuulahuudawWWWwarAḥmatullilmuʼminiiin.
 27.078.111 .ʼinNNNnarAbbakayaqḍiibaynahumNNNbiḥukmih.
 27.078.112 .wahuwalʻaziizulʻaliiim.
 27.079.113 .fatawakkalʻalaLLAAAh.
 27.079.114 .ʼinNNNnakaʻalalḥaqqilmubiiin.
 27.080.115 .ʼinNNNnakalaatusmiʻulmawtaawalaatusmiʻuṣṣumNNNmaduʻaaaaaaʼaʼiḏaawallawmud*biriiin.
 27.081.116 .wamaaʼanNNNtabihaadilʻumyiʻanNNNḍAlaalatihim.
 27.081.117 .ʼinNNNtusmiʻuʼillaamayYYYyuʼminubiʼaayaatinaafahumNNNmuslimuuun.
 27.082.118 .waʼiḏaawaqAʻalqAwluʻalayhimʼaḫrAǧ*naalahumdaaaaaaaaaabbatamNNNminalʼarḍitukallimuhumʼanNNNnanNNNnaasakaanuubiʼaayaatinaalaayuuqinuuun.
 27.083.119 .wayawmanaḥšuruminNNNkulliʼumNNNmatimNNNfawǧamNNNmimNNNmayYYYyukaḏḏibubiʼaayaatinaafahumyuuzaʻuuun.
 27.084.120 .ḥattaaʼiḏaaǧaaaaaaʼuuqAAlaʼakaḏḏab*tumNNNbiʼaayaatiiwalamtuḥiiṭuubihaaʻilmanʼamNNNmaaḏaakunNNNtumtaʻmaluuun.
 27.085.121 .wawaqAʻalqAwluʻalayhimNNNbimaaẓAlamuufahumlaayanNNNṭiquuun.
 27.086.122 .ʼalamyarAwʼanNNNnaaǧaʻalnallaylaliyaskunuufiihiwanNNNnahaarAmub*ṣirAA.
 27.086.123 .ʼinNNNnafiiḏaalikalaʼaayaatilliqAwmiyYYYyuʼminuuun.
 27.087.124 .wayawmayumNNNfaḫufiṣṣuurifafaziʻamamNNNfissamaawaatiwamamNNNfilʼarḍiʼillaamanNNNšaaaaaaʼaLLAAAh.
 27.087.125 .wakullunʼatawhudaaḫiriiin.
 27.088.126 .watarAlǧibaalataḥsabuhaaǧaamidatawWWWwahiyatamurrumarrAssaḥaaab.
 27.088.127 .ṣunʻaLLAAhillaḏiiʼatqAnakullašayyʼ.
 27.088.128 .ʼinNNNnahuuḫAbiirumNNNbimaatafʻaluuun.
 27.089.129 .manNNNǧaaaaaaʼabilḥasanatifalahuuḫAyrumNNNminhaawahumNNNmimNNNfazaʻiyYYYyawmaʼiḏinʼaaminuuun.
 27.090.130 .wamanNNNǧaaaaaaʼabissayyiʼatifakubbatwuǧuuhuhumfinNNNnaarihaltuǧ*zawnaʼillaamaakunNNNtumtaʻmaluuun.
 27.091.131 .ʼinNNNnamaaʼumirtuʼanʼaʻbudarAbbahaaḏihilbaldatillaḏiiḥarrAmahaawalahuukullušayʼiwWWWwaʼumirtuʼanʼakuunaminalmuslimiiin.
 27.092.132 .waʼanʼatluwalqurʼaaan.
 27.092.133 .famanihtadaafaʼinNNNnamaayahtadiilinafsihiwamanNNNḍAllafaqulʼinNNNnamaaʼanaminalmunNNNḏiriiin.
 27.093.134 .waqulilḥamdulillaahisayuriikumʼaayaatihiifataʻrifuunahaa.
 27.093.135 .wamaarAbbukabiġAAfilinʻamNNNmaataʻmaluuun.





 28.001.001 .ṭAAsiiiiiiiiiimNNNmiiiiiim.
 28.002.002 .tilkaʼaayaatulkitaabilmubiiin.
 28.003.003 .natluuʻalaykaminNNNnabaʼimuusaawafirʻawnabilḥaqqiliqAwmiyYYYyuʼminuuun.
 28.004.004 .ʼinNNNnafirʻawnaʻalaafilʼarḍiwaǧaʻalaʼahlahaašiyaʻayYYYyastaḍʻifuṭAAAAAAʼifatamNNNminhum.
 28.004.005 .yastaḍʻifuṭAAAAAAʼifatamNNNminhumزyuḏabbiḥuʼab*naaaaaaʼahumwayastaḥyiinisaaaaaaʼahum.
 28.004.006 .ʼinNNNnahuukaanaminalmufsidiiin.
 28.005.007 .wanuriiduʼanNNNnamunNNNnaʻalallaḏiinastuḍʻifuufilʼarḍiwanaǧ*ʻalahumʼaʼimNNNmatawWWWwanaǧ*ʻalahuumulwaariṯiiin.
 28.006.008 .wanumakkinalahumfilʼarḍiwanuriyafirʻawnawahaamaanawaǧunuudahumaaminhumNNNmaakaanuuyaḥḏaruuun.
 28.007.009 .waʼawḥaynaaʼilaaʼumNNNmimuusaaʼanʼarḍiʻiihifaʼiḏaaḫiftiʻalayhifaʼalqiihifilyamNNNmiwalaataḫAAfiiwalaataḥzanii.
 28.007.010 .walaataḫAAfiiwalaataḥzaniiʼinNNNnaarAAAAAAAAAAdduuhuʼilaykiwaǧaaʻiluuhuminalmursaliiin.
 28.008.011 .faltaqAṭAhuʼaalufirʻawnaliyakuunalahumʻaduwwawWWWwaḥazanaa.
 28.008.012 .ʼinNNNnafirʻawnawahaamaanawaǧunuudahumaakaanuuḫAAṭiʼiiin.
 28.009.013 .waqAAlatimrAʼatufirʻawnaqurrAtuʻaymilliiwalakalaataqtuluuhuʻasaaʼayNNNyamNNNfaʻanaaʼawnattaḫiḏahuwaladawWWWwahumlaayašʻuruuun.
 28.010.014 .waʼaṣbaḥafuʼaaduʼumNNNmimuusaafaariġAnʼinNNNkaadatlatub*diibihiilawlaaʼarrAbaṭ*naaʻalaaqAlbihaalitakuunaminalmuʼminiiin.
 28.011.015 .waqAAlatliʼuḫtihiiquṣṣiihifabaṣurAtbihiiʻanNNNǧunubiwWWWwahumlaayašʻuruuun.
 28.012.016 .waḥarrAmnaaʻalayhilmarAAḍiʻaminNNNqAb*lufaqAAlathalʼadullukumʻalaaʼahlibaytiyYYYyakfuluunahulakumwahumlahuunaaṣiḥuuun.
 28.013.017 .farAdad*naahuʼilaaʼumNNNmihikaytaqArrAʻaynuhaawalaataḥzanawalitaʻlamaʼanNNNnawaʻdaLLAAhiḥaqquwWWWwalaakinNNNnaʼakṯarAhumlaayaʻlamuuun.
 28.014.018 .walamNNNmaabalaġAʼašuddahuuwastawaaʼaataynaahuḥukmawWWWwaʻilmaa.
 28.014.019 .wakaḏaalikanaǧ*zilmuḥsiniiin.
 28.015.020 .wadaḫAlalmadiinataʻalaaḥiiniġAflatimNNNminʼahlihaafawaǧadafiihaarAǧulayniyaqtatilaanihaaḏaaminNNNšiiʻatihiiwahaaḏaaminʻaduwwih.
 28.015.021 .fastaġAAṯahullaḏiiminNNNšiiʻatihiiʻalallaḏiiminʻaduwwihifawakazahuumuusaafaqAḍAAʻalayyyh.
 28.015.022 .qAAlahaaḏaaminʻamališšayṭAAniʼinNNNnahuuʻaduwwumNNNmuḍillumNNNmubiiin.
 28.016.023 .qAAlarAbbiʼinNNNniiẓAlamtunafsiifaġfirliifaġAfarAlah.
 28.016.024 .ʼinNNNnahuuhuwalġAfuururrAḥiiim.
 28.017.025 .qAAlarAbbibimaaʼanʻamtaʻalayyafalanʼakuunaẓAhiirAllilmuǧ*rimiiin.
 28.018.026 .faʼaṣbaḥafilmadiinatiḫAAAAAAʼifayYYYyatarAqqAbufaʼiḏallaḏistanNNNṣArAhubilʼamsiyastaṣriḫuh.
 28.018.027 .qAAlalahuumuusaaʼinNNNnakalaġAwiyyumNNNmubiiin.
 28.019.028 .falamNNNmaaʼanʼarAAdaʼaYYYyyab*ṭišabillaḏiihuwaʻaduwwullahuumaaqAAlayaamuusaaʼaturiiduʼanNNNtaqtulanii.
 28.019.029 .qAAlayaamuusaaʼaturiiduʼanNNNtaqtulaniikamaaqAtaltanafsamNNNbilʼamsiʼinNNNturiiduʼillaaʼanNNNtakuunaǧabbaarAmNNNfilʼarḍ.
 28.019.030 .ʼinNNNturiiduʼillaaʼanNNNtakuunaǧabbaarAmNNNfilʼarḍiwamaaturiiduʼanNNNtakuunaminalmuṣliḥiiin.
 28.020.031 .waǧaaaaaaʼarAǧulumNNNminʼaqṣAAlmadiinatiyasʻaaqAAlayaamuusaaʼinNNNnalmalaʼayaʼtamiruunabikaliyaqtuluukafaḫruǧ*ʼinNNNniilakaminanNNNnaaṣiḥiiin.
 28.021.032 .faḫArAǧaminhaaḫAAAAAAʼifayYYYyatarAqqAbuqAAlarAbbinaǧǧiniiminalqAwmiẓẓAAlimiiin.
 28.022.033 .walamNNNmaatawaǧǧahatilqAAAAAAʼamad*yanaqAAlaʻasaarAbbiiʼayYYYyahdiyaniisawaaaaaaʼassabiiil.
 28.023.034 .walamNNNmaawarAdamaaaaaaʼamad*yanawaǧadaʻalayhiʼumNNNmatamNNNminanNNNnaasiyasquunawawaǧadaminNNNduunihimumrAʼataynitaḏuudaaniqAAlamaaḫAṭ*bukumaa.
 28.023.035 .qAAlamaaḫAṭ*bukumaaqAAlataalaanasqiiḥattaayuṣdirArriʻaaaaaaʼuwaʼabuunaašayḫunNNNkabiiir.
 28.024.036 .fasaqAAlahuumaaṯumNNNmatawallaaʼilaẓẓillifaqAAlarAbbiʼinNNNniilimaaʼanNNNzaltaʼilayyaminḫAyrimNNNfaqiir.
 28.025.037 .faǧaaaaaaʼathuʼiḥdaahumaatamšiiʻalaaaaaastiḥyaaʼinNNNqAAlatʼinNNNnaʼabiiyad*ʻuukaliyaǧ*ziyakaʼaǧ*rAmaasaqAytalanaa.
 28.025.038 .falamNNNmaaǧaaaaaaʼahuwaqAṣṣAʻalayhilqAṣAṣAqAAlalaataḫAfnaǧawtaminalqAwmiẓẓAAlimiiin.
 28.026.039 .qAAlatʼiḥdaahumaayaaʼabatistaʼǧirhuʼinNNNnaḫAyrAmanistaʼǧartalqAwiyyulʼamiiin.
 28.027.040 .qAAlaʼinNNNniiʼuriiduʼanʼunNNNkiḥakaʼiḥdab*natayyahaatayniʻalaaʼanNNNtaʼǧurAniiṯamaaniyaḥiǧaǧimNNNfaʼinʼatmamtaʻašrAmNNNfaminʻinNNNdik.
 28.027.041 .faʼinʼatmamtaʻašrAmNNNfaminʻinNNNdikawamaaʼuriiduʼanʼašuqqAʻalayyk.
 28.027.042 .sataǧiduniiʼinNNNšaaaaaaʼaLLAAhuminaṣṣAAliḥiiin.
 28.028.043 .qAAlaḏaalikabayniiwabaynakaʼayyamalʼaǧalayniqAḍAytufalaaʻud*waanaʻalayyawaLLAAhuʻalaamaanaquuluwakiiil.
 28.029.044 .falamNNNmaaqAḍAAmuusalʼaǧalawasaarAbiʼahlihiʼaanasaminNNNǧaanibiṭṭuurinaarAnNNNqAAlaliʼahlihimkuṯuu.
 28.029.045 .qAAlaliʼahlihimkuṯuuʼinNNNniiʼaanastunaarAllaʻalliiʼaatiikumNNNminhaabiḫAbarinʼawǧaḏwatimNNNminanNNNnaarilaʻallakumtaṣṭAluuun.
 28.030.046 .falamNNNmaaʼataahaanuudiyaminNNNšaaṭiʼilwaadilʼaymanifilbuqʻatilmubaarAkatiminaššaǧarAtiʼayYYYyaamuusaaʼinNNNniiʼanaLLAAhurAbbulʻaalamiiin.
 28.031.047 .waʼanʼalqiʻaṣAAkafalamNNNmaarAʼaahaatahtazzukaʼanNNNnahaaǧaaaaaaaaaanNNNnuwWWWwallaamud*birAwWWWwalamyuʻaqqib.
 28.031.048 .yaamuusaaʼaqbilwalaataḫAfʼinNNNnakaminalʼaaminiiin.
 28.032.049 .ʼuslukyadakafiiǧaybikataḫruǧ*bayḍAAAAAAʼaminġAyrisuuuuuuʼiwWWWwaḍmumʼilaykaǧanaaḥakaminarrAhbifaḏaanikaburhaanaanimirrAbbik.
 28.032.050 .faḏaanikaburhaanaanimirrAbbikaʼilaafirʻawnawamalaʼih.
 28.032.051 .ʼinNNNnahumkaanuuqAwmamNNNfaasiqiiin.
 28.033.052 .qAAlarAbbiʼinNNNniiqAtaltuminhumnafsamNNNfaʼaḫAAfuʼayYYYyaqtuluuun.
 28.034.053 .waʼaḫiihaaruunuhuwaʼafṣAḥuminNNNniilisaanamNNNfaʼarsilhumaʻiyarid*ʼayYYYyuṣAddiquniiʼinNNNniiʼaḫAAfuʼayYYYyukaḏḏibuuun.
 28.035.054 .qAAlasanašudduʻaḍudakabiʼaḫiikawanaǧ*ʻalulakumaasulṭAAnamNNNfalaayaṣiluunaʼilaykumaa.
 28.035.055 .biʼaayaatinaaʼanNNNtumaawamanittabaʻakumalġAAlibuuun.
 28.036.056 .falamNNNmaaǧaaaaaaʼahumNNNmuusaabiʼaayaatinaabayyinaatinNNNqAAluu.
 28.036.057 .qAAluumaahaaḏaaʼillaasiḥrumNNNmuftarAwWWWwamaasamiʻnaabihaaḏaafiiʼaabaaaaaaʼinalʼawwaliiin.
 28.037.058 .waqAAlamuusaarAbbiiʼaʻlamubimanNNNǧaaaaaaʼabilhudaaminʻinNNNdihiwamanNNNtakuunulahuuʻaaqibatudaar.
 28.036.059 .ʼinNNNnahuulaayufliḥuẓẓAAlimuuun.
 28.038.060 .waqAAlafirʻawnuyaaʼayyuhalmalaʼumaaʻalimtulakumNNNminʼilaahinġAyriifaʼawqid*liiyaahaamaanuʻalaṭṭiinifaǧ*ʻalliiṣArḥaa.
 28.038.061 .faʼawqid*liiyaahaamaanuʻalaṭṭiinifaǧ*ʻalliiṣArḥallaʻalliiʼaṭṭAliʻuʼilaaʼilahimuusaawaʼinNNNniilaʼaẓunNNNnuhuuminalkaaḏibiiin.
 28.039.062 .wastakbarAhuwawaǧunuuduhufilʼarḍibiġAyrilḥaqqiwaẓAnNNNnuuʼanNNNnahumʼilaynaalaayurǧaʻuuun.
 28.040.063 .faʼaḫAḏnaahuwaǧunuudahufanabaḏnaahumfilyamNNNmifanNNNẓurkayfakaanaʻaaqibatuẓẓAAlimiiin.
 28.041.064 .waǧaʻalnaahumʼaʼimNNNmatayYYYyad*ʻuunaʼilanNNNnaariwayawmalqiyaamatilaayunNNNṣAruuun.
 28.042.065 .waʼatbaʻnaahumfiihaaḏihiddunyaalaʻnatawWWWwayawmalqiyaamatihumNNNminalmaqbuuḥiiin.
 28.043.066 .walaqAd*ʼaataynaamuusalkitaabamimNNNbaʻdimaaʼahlaknalquruunalʼuulaabaṣAAAAAAʼirAlinNNNnaasiwahudawWWWwarAḥmah
 28.043.067 .baṣAAAAAAʼirAlinNNNnaasiwahudawWWWwarAḥmatallaʻallahumyataḏakkaruuun.
 28.044.068 .wamaakunNNNtabiǧaanibilġArbiyyiʼiḏqAḍAynaaʼilaamuusalʼamrAwamaakunNNNtaminaššaahidiiin.
 28.045.069 .walaakinNNNnaʼanNNNšaʼnaaquruunamNNNfataṭAAwalaʻalayhimulʻumur.
 28.045.070 .wamaakunNNNtaṯaawiyamNNNfiiʼahlimad*yanatatluuʻalayhimʼaayaatinaawalaakinNNNnakunNNNnaamursiliiin.
 28.046.071 .wamaakunNNNtabiǧaanibiṭṭuuriʼiḏnaadaynaawalaakirrAḥmatamNNNmirrAbbikalitunNNNḏirAqAwmaa.
 28.046.072 .walaakirrAḥmatamNNNmirrAbbikalitunNNNḏirAqAwmamNNNmaaʼataahumNNNminNNNnaḏiirimNNNminNNNqAb*likalaʻallahumyataḏakkaruuun.
 28.047.073 .walawlaaʼanNNNtuṣiibahumNNNmuṣiibatumNNNbimaaqAdamatʼaydiihimNNNfayaquuluurAbbanaalawlaaʼarsaltaʼilaynaarAsuulaa.
 28.047.074 .fayaquuluurAbbanaalawlaaʼarsaltaʼilaynaarAsuulamNNNfanattabiʻaʼaayaatikawanakuunaminalmuʼminiiin.
 28.048.075 .falamNNNmaaǧaaaaaaʼahumulḥaqquminʻinNNNdinaaqAAluulawlaaʼuutiyamiṯlamaaʼuutiyamuusaa.
 28.048.076 .ʼawalamyakfuruubimaaʼuutiyamuusaaminNNNqAb*luqAAluusiḥrAAnitaẓAAharAAwaqAAluuʼinNNNnaabikullinNNNkaafiruuun.
 28.049.077 .qulfaʼtuubikitaabimNNNminʻinNNNdillaahihuwaʼahdaaminhumaaʼattabiʻhuʼinNNNkunNNNtumṣAAdiqiiin.
 28.050.078 .faʼillamyastaǧiibuulakafaʻlamʼanNNNnamaayattabiʻuunaʼahwaaaaaaʼahum.
 28.050.079 .wamanʼaḍAllumimNNNmanittabaʻahawaahubiġAyrihudamNNNminaLLAAAh.
 28.050.080 .ʼinNNNnaLLAAhalaayahdilqAwmaẓẓAAlimiiin.
 28.051.081 .walaqAd*waṣṣAlnaalahuumulqAwlalaʻallahumyataḏakkaruuun.
 28.052.082 .ʼallaḏiinaʼaataynaahumulkitaabaminNNNqAb*lihiihumNNNbihiiyuʼminuuun.
 28.053.083 .waʼiḏaayutlaaʻalayhimqAAluuʼaamanNNNnaabihiiʼinNNNnahulḥaqqumirrAbbinaaʼinNNNnaakunNNNnaaminNNNqAb*lihimuslimiiin.
 28.054.084 .ʼulaaaaaaʼikayuʼtawnaʼaǧ*rAhumNNNmarrAtaynibimaaṣAbaruuwayad*rAʼuunabilḥasanatissayyiʼatawamimNNNmaarAzaqnaahumyumNNNfiquuun.
 28.055.085 .waʼiḏaasamiʻullaġwaʼaʻrAḍuuʻanhuwaqAAluulanaaʼaʻmaalunaawalakumʼaʻmaalukumsalaamunʻalaykumlaanab*taġilǧaahiliiin.
 28.056.086 .ʼinNNNnakalaatahdiimanʼaḥbab*tawalaakinNNNnaLLAAhayahdiimayYYYyašaaaaaaʼuwahuwaʼaʻlamubilmuhtadiiin.
 28.057.087 .waqAAluuʼinNNNnattabiʻilhudaamaʻakanutaḫAṭṭAfminʼarḍinaa.
 28.057.088 .ʼawalamnumakkillahumḥarAmanʼaaminayYYYyuǧ*baaʼilayhiṯamarAAtukullišayʼirrizqAmNNNmilladunNNNnaawalaakinNNNnaʼakṯarAhumlaayaʻlamuuun.
 28.058.089 .wakamʼahlaknaaminNNNqAryatimNNNbaṭirAtmaʻiišatahaafatilkamasaakinuhumlamtuskamNNNmimNNNbaʻdihimʼillaaqAliilawWWWwakunNNNnaanaḥnulwaariṯiiin.
 28.059.090 .wamaakaanarAbbukamuhlikalqurAAḥattaayab*ʻaṯafiiʼumNNNmihaarAsuulayYYYyatluuʻalayhimʼaayaatinaa.
 28.060.091 .wamaakunNNNnaamuhlikilqurAAʼillaawaʼahluhaaẓAAlimuuun.
 28.060.092 .wamaaʼuutiitumNNNminNNNšayʼimNNNfamataaʻulḥayaatiddunyaawaziinatuhaawamaaʻinNNNdaLLAAhiḫAyruwWWWwaʼab*qAA.
 28.060.093 .ʼafalaataʻqiluuun.
 28.061.094 .ʼafamawWWWwaʻad*naahuwaʻdanḥasanamNNNfahuwalaaqiihikamamNNNmattaʻnaahumataaʻalḥayaatiddunyaaṯumNNNmahuwayawmalqiyaamatiminalmuḥḍAriiin.
 28.062.095 .wayawmayunaadiihimNNNfayaquuluʼaynašurAkaaaaaaʼiyallaḏiinakunNNNtumtazʻumuuun.
 28.063.096 .qAAlallaḏiinaḥaqqAʻalayhimulqAwlurAbbanaahaaʼulaaaaaaʼillaḏiinaʼaġwaynaaʼaġwaynaahumkamaaġAwaynaatabarrAʼnaaʼilayyyk.
 28.063.097 .tabarrAʼnaaʼilaykamaakaanuuʼiyyaanaayaʻbuduuun.
 28.064.098 .waqiilad*ʻuušurAkaaaaaaʼakumfadaʻawhumfalamyastaǧiibuulahumwarAʼawulʻaḏaaab.
 28.063.099 .lawʼanNNNnahumkaanuuyahtaduuun.
 28.065.100 .wayawmayunaadiihimfayaquulumaaḏaaʼaǧab*tumulmursaliiin.
 28.066.101 .faʻamiyatʻalayhimulʼamNNNbaaaaaaʼuyawmaʼiḏimNNNfahumlaayatasaaaaaaʼaluuun.
 28.067.102 .faʼamNNNmaamanNNNtaabawaʼaamanawaʻamilaṣAAliḥamNNNfaʻasaaʼayYYYyakuunaminalmufliḥiiin.
 28.068.103 .warAbbukayaḫluqumaayašaaaaaaʼuwayaḫtaaar.
 28.068.104 .maakaanalahuumulḫiyarAh.
 28.068.105 .sub*ḥaanaLLAAhiwataʻaalaaʻamNNNmaayušrikuuun.
 28.069.106 .warAbbukayaʻlamumaatukinNNNnuṣuduuruhumwamaayuʻlinuuun.
 28.070.107 .wahuwaLLAAhulaaʼilahaʼillaahuwalahulḥamdufilʼuulaawalʼaaḫirAtiwalahulḥukmuwaʼilayhiturǧaʻuuun.
 28.071.108 .qulʼarAʼaytumʼinNNNǧaʻalaLLAAhuʻalaykumullaylasarmadanʼilaayawmilqiyaamatimanʼilahuunġAyruLLAAhiyaʼtiikumNNNbiḍiyaaaaaaʼ.
 28.071.109 .ʼafalaatasmaʻuuun.
 28.072.110 .qulʼarAʼaytumʼinNNNǧaʻalaLLAAhuʻalaykumunNNNnahaarAsarmadanʼilaayawmilqiyaamatimanʼilahuunġAyruLLAAhiyaʼtiikumNNNbilaylinNNNtaskunuunafiih.
 28.072.111 .ʼafalaatub*ṣiruuun.
 28.073.112 .wamirrAḥmatihiiǧaʻalalakumullaylawanNNNnahaarAlitaskunuufiihiwalitab*taġuumimNNNfaḍlihiiwalaʻallakumtaškuruuun.
 28.074.113 .wayawmayunaadiihimfayaquuluʼaynašurAkaaaaaaʼiyallaḏiinakunNNNtumtazʻumuuun.
 28.075.114 .wanazaʻnaaminNNNkulliʼumNNNmatinNNNšahiidamNNNfaqulnaahaatuuburhaanakumfaʻalimuuʼanNNNnalḥaqqAlillaaah.
 28.075.115 .faʻalimuuʼanNNNnalḥaqqAlillaahiwaḍAllaʻanhumNNNmaakaanuuyaftaruuun.
 28.076.116 .ʼinNNNnaqAAruunakaanaminNNNqAwmimuusaafabaġAAʻalayhimwaʼaataynaahuminalkunuuzimaaʼinNNNnamafaatiḥahuulatanuuuuuuʼubilʻuṣbatiʼulilquwwah.
 28.076.117 .waʼaataynaahuminalkunuuzimaaʼinNNNnamafaatiḥahuulatanuuuuuuʼubilʻuṣbatiʼulilquwwatiʼiḏqAAlalahuuqAwmuhuulaatafrAḥ.
 28.076.118 .ʼiḏqAAlalahuuqAwmuhuulaatafrAḥʼinNNNnaLLAAhalaayuḥibbulfariḥiiin.
 28.077.119 .wab*taġifiimaaʼaataakaLLAAhuddaarAlʼaaḫirAtawalaatanNNNsanaṣiibakaminaddunyaawaʼaḥsinNNNkamaaʼaḥsanaLLAAhuʼilayyyk.
 28.077.120 .waʼaḥsinNNNkamaaʼaḥsanaLLAAhuʼilaykawalaatab*ġilfasaadafilʼarḍiʼinNNNnaLLAAhalaayuḥibbulmufsidiiin.
 28.078.121 .qAAlaʼinNNNnamaaʼuutiituhuuʻalaaʻilminʻinNNNdii.
 28.078.122 .ʼawalamyaʻlamʼanNNNnaLLAAhaqAd*ʼahlakaminNNNqAb*lihiminalquruunimanhuwaʼašaduminhuquwwatawWWWwaʼakṯaruǧamʻaa.
 28.078.123 .walaayusʼaluʻanNNNḏunuubihiimulmuǧ*rimuuun.
 28.079.124 .faḫArAǧaʻalaaqAwmihifiiziinatihiiqAAlallaḏiinayuriiduunalḥayaataddunyaayaalaytalanaamiṯlamaaʼuutiyaqAAruunuʼinNNNnahuulaḏuuḥaẓẓinʻaẓiiim.
 28.080.125 .waqAAlallaḏiinaʼuutulʻilmawaylakumṯawaabuLLAAhiḫAyrullimanʼaamanawaʻamilaṣAAliḥawWWWwalaayulaqqAAhaaʼillaṣṣAAbiruuun.
 28.081.126 .faḫAsafnaabihiiwabidaarihilʼarḍAfamaakaanalahuumimNNNfiʼatiyYYYyanNNNṣuruunahuminNNNduunillaahiwamaakaanaminalmunNNNtaṣiriiin.
 28.082.127 .waʼaṣbaḥallaḏiinatamanNNNnawmakaanahubilʼamsiyaquuluunawaykaʼanNNNnaLLAAhayab*suṭurrizqAlimayYYYyašaaaaaaʼuminʻibaadihiwayaqdirulawlaaʼamNNNmanNNNnaLLAAhuʻalaynaa.
 28.082.128 .lawlaaʼamNNNmanNNNnaLLAAhuʻalaynaalaḫAsafabinaawaykaʼanNNNnahulaayufliḥulkaafiruuun.
 28.083.129 .tilkadaarulʼaaḫirAtunaǧ*ʻaluhaalillaḏiinalaayuriiduunaʻuluwwamNNNfilʼarḍiwalaafasaadaa.
 28.083.130 .walʻaaqibatulilmuttaqiiin.
 28.084.131 .manNNNǧaaaaaaʼabilḥasanatifalahuuḫAyrumNNNminhaa.
 28.084.132 .wamanNNNǧaaaaaaʼabissayyiʼatifalaayuǧ*zallaḏiinaʻamilussayyiʼaatiʼillaamaakaanuuyaʻmaluuun.
 28.085.133 .ʼinNNNnallaḏiifarAḍAʻalaykalqurʼaanalarAAdukaʼilaamaʻaaad.
 28.085.134 .qulrAbbiiʼaʻlamumanNNNǧaaaaaaʼabilhudaawamanhuwafiiḍAlaalimNNNmubiiin.
 28.086.135 .wamaakunNNNtatarǧuuʼayYYYyulqAAʼilaykalkitaabuʼillaarAḥmatamNNNmirrAbbikafalaatakuunanNNNnaẓAhiirAllilkaafiriiin.
 28.087.136 .walaayaṣuddunNNNnakaʻanʼaayaatillaahibaʻdaʼiḏʼunNNNzilatʼilaykawad*ʻuʼilaarAbbikawalaatakuunanNNNnaminalmušrikiiin.
 28.088.137 .walaatad*ʻumaʻaLLAAhiʼilahanʼaaḫAr.
 28.088.138 .laaʼilahaʼillaahuu.
 28.088.139 .kullušayʼinhaalikunʼillaawaǧ*hah.
 28.088.140 .lahulḥukmuwaʼilayhiturǧaʻuuun.


 29.001.001 .ʼaliflaaaaaaaaaamNNNmiiiiiim.
 29.002.002 .ʼaḥasibanNNNnaasuʼayYYYyutrAkuuʼayYYYyaquuluuʼaamanNNNnaawahumlaayuftanuuun.
 29.003.003 .walaqAd*fatanNNNnallaḏiinaminNNNqAb*lihimfalayaʻlamanNNNnaLLAAhullaḏiinaṣAdaquuwalayaʻlamanNNNnalkaaḏibiiin.
 29.004.004 .ʼamḥasiballaḏiinayaʻmaluunassayyiʼaatiʼayYYYyasbiquunaa.
 29.004.005 .saaaaaaʼamaayaḥkumuuun.
 29.005.006 .manNNNkaanayarǧuuliqAAAAAAʼaLLAAhifaʼinNNNnaʼaǧalaLLAAhilaʼaaat.
 29.005.007 .wahuwassamiiʻulʻaliiim.
 29.006.008 .wamanNNNǧaahadafaʼinNNNnamaayuǧaahidulinafsih.
 29.006.009 .ʼinNNNnaLLAAhalaġAniyyunʻanilʻaalamiiin.
